Registration Date,Count
08.09.2017,11
08.09.2018,3
08.09.2019,6
08.09.2020,10
08.09.2021,9
08.09.2022,11
08.09.2023,13
08.09.2025,6
08.10.2011,6
08.10.2012,7
08.10.2013,14
08.10.2016,1
08.10.2017,8
08.10.2018,5
08.10.2019,11
08.10.2020,10
08.10.2021,11
08.10.2022,3
08.10.2023,3
08.10.2024,11
08.10.2025,14
08.11.2011,19
08.11.2012,7
08.11.2013,8
08.11.2016,13
08.11.2017,11
08.11.2018,8
08.11.2019,13
08.11.2020,3
08.11.2021,10
08.11.2022,11
08.11.2023,22
08.11.2024,7
08.11.2025,4
08.12.2011,18
08.12.2012,4
08.12.2013,3
08.12.2016,20
08.12.2017,15
08.12.2018,6
08.12.2019,3
08.12.2020,12
08.12.2021,30
08.12.2022,9
08.12.2023,13
08.12.2024,2
09.01.2011,12
09.01.2012,13
09.01.2013,24
09.01.2014,20
09.01.2017,16
09.01.2018,15
09.01.2019,10
09.01.2020,16
09.01.2021,5
09.01.2022,3
09.01.2023,20
09.01.2024,14
09.01.2025,7
09.02.2011,51
09.02.2012,17
09.02.2013,6
09.02.2014,7
09.02.2017,21
09.02.2018,14
09.02.2019,9
09.02.2020,5
09.02.2021,13
09.02.2022,9
09.02.2023,8
09.02.2024,14
09.02.2025,2
09.03.2011,32
09.03.2012,13
09.03.2013,4
09.03.2014,9
09.03.2017,18
09.03.2018,13
09.03.2019,8
09.03.2020,9
09.03.2021,82
09.03.2022,9
09.03.2023,15
09.03.2024,4
09.03.2025,4
09.04.2011,14
09.04.2013,11
09.04.2014,7
09.04.2017,7
09.04.2018,4
09.04.2019,7
09.04.2020,5
09.04.2021,5
09.04.2022,5
09.04.2023,3
09.04.2024,6
09.04.2025,1
09.05.2011,6
09.05.2012,10
09.05.2013,8
09.05.2014,8
09.05.2017,9
09.05.2018,10
09.05.2019,3
09.05.2020,3
09.05.2021,6
09.05.2022,5
09.05.2023,9
09.05.2024,9
09.05.2025,3
09.06.2011,11
09.06.2012,2
09.06.2013,6
09.06.2017,14
09.06.2018,5
09.06.2019,1
09.06.2020,12
09.06.2021,26
09.06.2022,13
09.06.2023,11
09.06.2024,3
09.06.2025,6
09.07.2011,5
09.07.2012,18
09.07.2013,16
09.07.2016,3
09.07.2017,9
09.07.2018,18
09.07.2019,12
09.07.2020,11
09.07.2021,18
09.07.2023,10
09.07.2024,6
09.07.2025,11
09.08.2011,15
09.08.2012,6
09.08.2013,12
09.08.2016,5
09.08.2017,16
09.08.2018,13
09.08.2019,9
09.08.2020,3
09.08.2021,20
09.08.2022,17
09.08.2023,7
09.08.2024,9
09.08.2025,6
09.09.2011,11
09.09.2012,1
09.09.2013,11
09.09.2016,14
09.09.2017,4
09.09.2018,5
09.09.2019,10
09.09.2020,10
09.09.2021,12
09.09.2022,12
09.09.2023,4
09.09.2024,11
09.09.2025,18
09.10.2011,2
09.10.2012,8
09.10.2013,11
09.10.2016,3
09.10.2017,12
09.10.2018,14
09.10.2019,13
09.10.2020,12
09.10.2021,6
09.10.2022,5
09.10.2023,12
09.10.2024,13
09.10.2025,8
09.11.2011,20
09.11.2012,13
09.11.2013,6
09.11.2016,19
09.11.2017,13
09.11.2018,10
09.11.2019,2
09.11.2020,11
09.11.2021,5
09.11.2022,12
09.11.2023,6
09.11.2024,3
09.11.2025,4
09.12.2011,14
09.12.2012,5
09.12.2013,22
09.12.2016,19
09.12.2017,4
09.12.2018,4
09.12.2019,17
09.12.2020,7
09.12.2021,21
09.12.2022,23
09.12.2023,3
09.12.2024,15
10.01.2011,61
10.01.2012,15
10.01.2013,18
10.01.2014,15
10.01.2017,23
10.01.2018,8
10.01.2019,12
10.01.2020,16
10.01.2021,3
10.01.2022,17
10.01.2023,9
10.01.2024,3
10.01.2025,6
10.02.2011,36
10.02.2012,13
10.02.2013,10
10.02.2014,28
10.02.2017,18
10.02.2018,5
10.02.2019,6
10.02.2020,9
10.02.2021,17
10.02.2022,14
10.02.2023,10
10.02.2024,4
10.02.2025,21
10.03.2011,31
10.03.2012,4
10.03.2013,6
10.03.2014,25
10.03.2017,17
10.03.2018,6
10.03.2019,4
10.03.2020,11
10.03.2021,49
10.03.2022,9
10.03.2023,16
10.03.2024,8
10.03.2025,13
10.04.2011,8
10.04.2012,14
10.04.2013,13
10.04.2014,23
10.04.2017,25
10.04.2018,13
10.04.2019,14
10.04.2020,1
10.04.2021,8
10.04.2022,7
10.04.2023,14
10.04.2024,13
10.04.2025,7
10.05.2011,17
10.05.2012,7
10.05.2013,12
10.05.2014,2
10.05.2017,11
10.05.2018,13
10.05.2019,13
10.05.2020,3
10.05.2021,15
10.05.2022,13
10.05.2023,10
10.05.2024,4
10.05.2025,3
10.06.2011,25
10.06.2012,6
10.06.2013,25
10.06.2017,4
10.06.2018,8
10.06.2019,10
10.06.2020,10
10.06.2021,18
10.06.2022,7
10.06.2023,4
10.06.2024,16
10.06.2025,11
10.07.2011,6
10.07.2012,13
10.07.2013,8
10.07.2016,6
10.07.2017,18
10.07.2018,10
10.07.2019,9
10.07.2020,10
10.07.2021,9
10.07.2022,4
10.07.2023,20
10.07.2024,9
10.07.2025,8
10.08.2011,12
10.08.2012,7
10.08.2013,3
10.08.2016,17
10.08.2017,17
10.08.2018,9
10.08.2019,4
10.08.2020,6
10.08.2021,18
10.08.2022,15
10.08.2023,17
10.08.2025,2
10.09.2011,1
10.09.2012,7
10.09.2013,17
10.09.2016,9
10.09.2017,10
10.09.2018,11
10.09.2019,4
10.09.2020,14
10.09.2021,12
10.09.2022,1
10.09.2023,1
10.09.2024,18
10.09.2025,14
10.10.2011,19
10.10.2012,13
10.10.2013,13
10.10.2016,18
10.10.2017,16
10.10.2018,11
10.10.2019,12
10.10.2020,5
10.10.2021,4
10.10.2022,12
10.10.2023,12
10.10.2024,7
10.10.2025,13
10.11.2011,20
10.11.2012,6
10.11.2013,3
10.11.2016,23
10.11.2017,9
10.11.2018,4
10.11.2019,4
10.11.2020,7
10.11.2021,11
10.11.2022,12
10.11.2023,11
10.11.2024,4
10.11.2025,13
10.12.2011,6
10.12.2012,11
10.12.2013,23
10.12.2016,11
10.12.2017,6
10.12.2018,16
10.12.2019,7
10.12.2020,7
10.12.2021,19
10.12.2022,5
10.12.2023,2
10.12.2024,6
11.01.2011,59
11.01.2012,32
11.01.2013,8
11.01.2014,12
11.01.2017,16
11.01.2018,10
11.01.2019,15
11.01.2020,7
11.01.2021,7
11.01.2022,15
11.01.2023,10
11.01.2024,14
11.01.2025,3
11.02.2011,48
11.02.2012,4
11.02.2013,29
11.02.2014,18
11.02.2017,6
11.02.2018,6
11.02.2019,13
11.02.2020,13
11.02.2021,15
11.02.2022,18
11.02.2023,7
11.02.2024,2
11.02.2025,12
11.03.2011,30
11.03.2012,4
11.03.2013,23
11.03.2014,23
11.03.2017,3
11.03.2018,3
11.03.2019,19
11.03.2020,8
11.03.2021,38
11.03.2022,9
11.03.2023,5
11.03.2024,20
11.03.2025,10
11.04.2011,25
11.04.2012,14
11.04.2013,20
11.04.2014,19
11.04.2017,10
11.04.2018,15
11.04.2019,12
11.04.2020,2
11.04.2021,5
11.04.2022,13
11.04.2023,11
11.04.2024,13
11.04.2025,5
11.05.2011,22
11.05.2012,7
11.05.2013,8
11.05.2014,7
11.05.2017,14
11.05.2018,11
11.05.2019,5
11.05.2020,10
11.05.2021,10
11.05.2022,8
11.05.2023,12
11.05.2024,3
11.05.2025,1
11.06.2011,4
11.06.2012,9
11.06.2013,12
11.06.2016,6
11.06.2017,4
11.06.2018,12
11.06.2019,11
11.06.2020,11
11.06.2021,23
11.06.2022,6
11.06.2023,1
11.06.2024,11
11.06.2025,3
11.07.2011,13
11.07.2012,18
11.07.2013,15
11.07.2016,20
11.07.2017,16
11.07.2018,14
11.07.2019,10
11.07.2020,2
11.07.2021,6
11.07.2022,11
11.07.2023,11
11.07.2024,17
11.07.2025,14
11.08.2011,10
11.08.2012,2
11.08.2013,5
11.08.2016,13
11.08.2017,9
11.08.2018,4
11.08.2019,14
11.08.2020,13
11.08.2021,25
11.08.2022,18
11.08.2023,16
11.08.2024,2
11.08.2025,11
11.09.2011,5
11.09.2012,7
11.09.2013,15
11.09.2016,9
11.09.2017,19
11.09.2018,7
11.09.2019,15
11.09.2020,12
11.09.2021,4
11.09.2022,3
11.09.2023,11
11.09.2024,8
11.09.2025,11
11.10.2011,11
11.10.2012,11
11.10.2013,10
11.10.2016,17
11.10.2017,9
11.10.2018,7
11.10.2019,9
11.10.2020,4
11.10.2021,8
11.10.2022,18
11.10.2023,11
11.10.2024,4
11.10.2025,7
11.11.2011,14
11.11.2012,1
11.11.2013,12
11.11.2016,16
11.11.2017,4
11.11.2018,3
11.11.2019,10
11.11.2020,7
11.11.2021,15
11.11.2022,17
11.11.2023,4
11.11.2024,10
11.11.2025,7
11.12.2011,5
11.12.2012,8
11.12.2013,21
11.12.2016,10
11.12.2017,19
11.12.2018,12
11.12.2019,12
11.12.2020,13
11.12.2021,3
11.12.2022,2
11.12.2023,14
11.12.2024,12
12.01.2011,81
12.01.2012,23
12.01.2013,7
12.01.2014,6
12.01.2017,13
12.01.2018,15
12.01.2019,6
12.01.2020,4
12.01.2021,9
12.01.2022,16
12.01.2023,9
12.01.2024,13
12.01.2025,4
12.02.2011,15
12.02.2012,5
12.02.2013,20
12.02.2014,18
12.02.2017,7
12.02.2018,15
12.02.2019,13
12.02.2020,19
12.02.2021,5
12.02.2022,4
12.02.2023,6
12.02.2024,14
12.02.2025,8
12.03.2011,6
12.03.2012,15
12.03.2013,27
12.03.2014,23
12.03.2017,6
12.03.2018,16
12.03.2019,16
12.03.2020,2
12.03.2021,38
12.03.2022,4
12.03.2023,3
12.03.2024,9
12.03.2025,14
12.04.2011,28
12.04.2012,12
12.04.2013,10
12.04.2014,4
12.04.2017,16
12.04.2018,16
12.04.2019,12
12.04.2020,1
12.04.2021,31
12.04.2022,6
12.04.2023,12
12.04.2024,14
12.04.2025,2
12.05.2011,10
12.05.2012,6
12.05.2013,6
12.05.2014,8
12.05.2017,7
12.05.2018,4
12.05.2019,2
12.05.2020,3
12.05.2021,6
12.05.2022,4
12.05.2023,4
12.05.2024,4
12.05.2025,8
12.06.2011,10
12.06.2012,21
12.06.2013,16
12.06.2016,2
12.06.2017,15
12.06.2018,9
12.06.2019,8
12.06.2020,4
12.06.2021,2
12.06.2022,3
12.06.2023,16
12.06.2024,8
12.06.2025,5
12.07.2011,18
12.07.2012,9
12.07.2013,9
12.07.2016,12
12.07.2017,10
12.07.2018,12
12.07.2019,16
12.07.2020,5
12.07.2021,6
12.07.2022,14
12.07.2023,8
12.07.2024,10
12.07.2025,5
12.08.2011,13
12.08.2013,11
12.08.2016,13
12.08.2017,6
12.08.2018,3
12.08.2019,9
12.08.2020,11
12.08.2021,17
12.08.2022,17
12.08.2023,2
12.08.2024,8
12.08.2025,5
12.09.2011,10
12.09.2012,7
12.09.2013,12
12.09.2016,14
12.09.2017,15
12.09.2018,11
12.09.2019,11
12.09.2020,4
12.09.2021,9
12.09.2022,19
12.09.2023,11
12.09.2024,14
12.09.2025,6
12.10.2011,13
12.10.2012,5
12.10.2013,3
12.10.2016,11
12.10.2017,11
12.10.2018,14
12.10.2019,6
12.10.2020,11
12.10.2021,15
12.10.2022,11
12.10.2023,11
12.10.2025,3
12.11.2011,3
12.11.2012,8
12.11.2013,14
12.11.2016,5
12.11.2017,6
12.11.2018,16
12.11.2019,14
12.11.2020,19
12.11.2021,13
12.11.2022,4
12.11.2023,2
12.11.2024,11
12.11.2025,6
12.12.2011,11
12.12.2012,13
12.12.2013,18
12.12.2016,10
12.12.2017,21
12.12.2018,15
12.12.2019,14
12.12.2020,6
12.12.2021,4
12.12.2022,19
12.12.2023,18
12.12.2024,13
13.01.2011,46
13.01.2012,17
13.01.2013,6
13.01.2014,18
13.01.2017,22
13.01.2018,5
13.01.2019,3
13.01.2020,12
13.01.2021,11
13.01.2022,13
13.01.2023,9
13.01.2024,5
13.01.2025,10
13.02.2011,17
13.02.2012,26
13.02.2013,27
13.02.2014,22
13.02.2017,18
13.02.2018,14
13.02.2019,13
13.02.2020,13
13.02.2021,10
13.02.2023,17
13.02.2024,13
13.02.2025,14
13.03.2011,12
13.03.2012,17
13.03.2013,20
13.03.2014,17
13.03.2017,17
13.03.2018,11
13.03.2019,10
13.03.2020,13
13.03.2021,5
13.03.2022,5
13.03.2023,21
13.03.2024,14
13.03.2025,9
13.04.2011,33
13.04.2012,5
13.04.2013,5
13.04.2014,5
13.04.2017,6
13.04.2018,10
13.04.2019,5
13.04.2020,2
13.04.2021,30
13.04.2022,13
13.04.2023,13
13.04.2024,2
13.04.2025,2
13.05.2011,7
13.05.2012,3
13.05.2013,16
13.05.2014,13
13.05.2017,4
13.05.2018,2
13.05.2019,8
13.05.2020,5
13.05.2021,15
13.05.2022,12
13.05.2023,5
13.05.2024,11
13.05.2025,6
13.06.2011,30
13.06.2012,13
13.06.2013,19
13.06.2016,13
13.06.2017,17
13.06.2018,11
13.06.2019,10
13.06.2020,1
13.06.2021,8
13.06.2022,13
13.06.2023,14
13.06.2024,11
13.06.2025,10
13.07.2011,15
13.07.2012,7
13.07.2013,4
13.07.2016,28
13.07.2017,17
13.07.2018,11
13.07.2019,3
13.07.2020,8
13.07.2021,9
13.07.2022,10
13.07.2023,15
13.07.2024,4
13.07.2025,2
13.08.2011,8
13.08.2012,8
13.08.2013,14
13.08.2016,6
13.08.2017,6
13.08.2018,11
13.08.2019,10
13.08.2020,6
13.08.2021,12
13.08.2022,1
13.08.2023,1
13.08.2024,13
13.08.2025,6
13.09.2011,15
13.09.2012,7
13.09.2013,11
13.09.2016,10
13.09.2017,15
13.09.2018,8
13.09.2019,8
13.09.2020,6
13.09.2021,13
13.09.2022,17
13.09.2023,6
13.09.2024,9
13.09.2025,5
13.10.2011,15
13.10.2012,3
13.10.2013,4
13.10.2016,18
13.10.2017,15
13.10.2018,6
13.10.2020,8
13.10.2021,11
13.10.2022,5
13.10.2023,15
13.10.2024,2
13.10.2025,12
13.11.2011,4
13.11.2012,15
13.11.2013,18
13.11.2016,5
13.11.2017,11
13.11.2018,11
13.11.2019,11
13.11.2020,10
13.11.2021,1
13.11.2022,2
13.11.2023,10
13.11.2024,14
13.11.2025,6
13.12.2011,25
13.12.2012,13
13.12.2013,12
13.12.2016,28
13.12.2017,17
13.12.2018,10
13.12.2019,14
13.12.2020,9
13.12.2021,21
13.12.2022,14
13.12.2023,16
13.12.2024,10
14.01.2011,45
14.01.2012,7
14.01.2013,15
14.01.2014,24
14.01.2017,8
14.01.2018,3
14.01.2019,6
14.01.2020,8
14.01.2021,6
14.01.2022,6
14.01.2024,2
14.01.2025,4
14.02.2011,39
14.02.2012,22
14.02.2013,17
14.02.2014,14
14.02.2017,16
14.02.2018,24
14.02.2019,10
14.02.2020,16
14.02.2021,5
14.02.2022,15
14.02.2023,15
14.02.2024,16
14.02.2025,13
14.03.2011,25
14.03.2012,15
14.03.2013,14
14.03.2014,18
14.03.2017,22
14.03.2018,21
14.03.2019,10
14.03.2020,9
14.03.2021,5
14.03.2022,16
14.03.2023,13
14.03.2024,8
14.03.2025,6
14.04.2011,27
14.04.2012,3
14.04.2013,2
14.04.2014,18
14.04.2017,3
14.04.2018,4
14.04.2019,2
14.04.2020,3
14.04.2021,17
14.04.2022,14
14.04.2023,3
14.04.2024,5
14.04.2025,7
14.05.2011,7
14.05.2012,16
14.05.2013,24
14.05.2014,16
14.05.2017,4
14.05.2018,12
14.05.2019,15
14.05.2020,3
14.05.2021,12
14.05.2022,2
14.05.2023,6
14.05.2024,14
14.05.2025,9
14.06.2011,19
14.06.2012,14
14.06.2013,10
14.06.2016,21
14.06.2017,17
14.06.2018,15
14.06.2019,5
14.06.2020,2
14.06.2021,19
14.06.2022,21
14.06.2023,14
14.06.2024,12
14.06.2025,1
14.07.2011,23
14.07.2012,5
14.07.2013,3
14.07.2016,17
14.07.2017,6
14.07.2018,8
14.07.2019,3
14.07.2020,12
14.07.2021,17
14.07.2022,16
14.07.2023,11
14.07.2024,4
14.07.2025,5
14.08.2011,2
14.08.2012,7
14.08.2013,12
14.08.2016,7
14.08.2017,16
14.08.2018,14
14.08.2019,7
14.08.2020,8
14.08.2021,5
14.08.2022,2
14.08.2023,11
14.08.2024,7
14.08.2025,7
14.09.2011,11
14.09.2012,5
14.09.2013,4
14.09.2016,21
14.09.2017,11
14.09.2018,8
14.09.2019,4
14.09.2020,13
14.09.2021,12
14.09.2022,14
14.09.2023,6
14.09.2024,2
14.09.2025,2
14.10.2011,5
14.10.2012,2
14.10.2013,4
14.10.2016,8
14.10.2017,2
14.10.2018,1
14.10.2019,4
14.10.2020,8
14.10.2021,12
14.10.2022,4
14.10.2023,2
14.10.2024,1
14.10.2025,7
14.11.2011,11
14.11.2012,8
14.11.2013,20
14.11.2016,12
14.11.2017,16
14.11.2018,10
14.11.2019,5
14.11.2020,3
14.11.2021,5
14.11.2022,8
14.11.2023,5
14.11.2024,10
14.11.2025,11
14.12.2011,7
14.12.2012,11
14.12.2013,12
14.12.2016,18
14.12.2017,12
14.12.2018,11
14.12.2019,3
14.12.2020,9
14.12.2021,20
14.12.2022,10
14.12.2023,10
14.12.2024,2
15.01.2011,31
15.01.2012,5
15.01.2013,20
15.01.2014,22
15.01.2017,14
15.01.2018,14
15.01.2019,12
15.01.2020,10
15.01.2021,6
15.01.2022,4
15.01.2023,1
15.01.2024,7
15.01.2025,10
15.02.2011,44
15.02.2012,26
15.02.2013,14
15.02.2014,4
15.02.2017,21
15.02.2018,26
15.02.2019,16
15.02.2020,4
15.02.2021,19
15.02.2022,15
15.02.2023,12
15.02.2024,14
15.02.2025,3
15.03.2011,24
15.03.2012,17
15.03.2013,20
15.03.2014,4
15.03.2017,19
15.03.2018,10
15.03.2019,13
15.03.2020,4
15.03.2021,38
15.03.2022,11
15.03.2023,14
15.03.2024,15
15.03.2025,3
15.04.2011,12
15.04.2012,1
15.04.2013,10
15.04.2014,14
15.04.2017,3
15.04.2018,4
15.04.2019,8
15.04.2020,1
15.04.2021,12
15.04.2022,14
15.04.2023,2
15.04.2024,13
15.04.2025,4
15.05.2011,6
15.05.2012,16
15.05.2013,12
15.05.2014,17
15.05.2017,16
15.05.2018,11
15.05.2019,12
15.05.2020,3
15.05.2021,4
15.05.2022,3
15.05.2023,17
15.05.2024,10
15.05.2025,8
15.06.2011,20
15.06.2012,5
15.06.2013,3
15.06.2016,22
15.06.2017,16
15.06.2018,7
15.06.2019,5
15.06.2020,5
15.06.2021,15
15.06.2022,17
15.06.2023,11
15.06.2024,4
15.06.2025,3
15.07.2011,18
15.07.2012,3
15.07.2013,13
15.07.2016,19
15.07.2017,6
15.07.2018,4
15.07.2019,15
15.07.2020,9
15.07.2021,25
15.07.2022,12
15.07.2023,6
15.07.2024,15
15.07.2025,11
15.08.2011,14
15.08.2012,10
15.08.2013,16
15.08.2016,14
15.08.2017,11
15.08.2018,8
15.08.2019,7
15.08.2020,6
15.08.2021,4
15.08.2022,11
15.08.2023,4
15.08.2024,13
15.08.2025,10
15.09.2011,10
15.09.2012,1
15.09.2013,3
15.09.2016,17
15.09.2017,14
15.09.2018,6
15.09.2019,2
15.09.2020,8
15.09.2021,16
15.09.2022,14
15.09.2023,7
15.09.2024,2
15.09.2025,12
15.10.2011,4
15.10.2012,7
15.10.2013,15
15.10.2016,4
15.10.2017,4
15.10.2018,5
15.10.2019,17
15.10.2020,7
15.10.2021,15
15.10.2022,5
15.10.2023,4
15.10.2024,9
15.10.2025,13
15.11.2011,10
15.11.2012,10
15.11.2013,15
15.11.2016,10
15.11.2017,12
15.11.2018,7
15.11.2019,2
15.11.2020,4
15.11.2021,15
15.11.2022,13
15.11.2023,14
15.11.2024,6
15.11.2025,5
15.12.2011,12
15.12.2012,6
15.12.2013,12
15.12.2016,16
15.12.2017,6
15.12.2018,9
15.12.2019,5
15.12.2020,10
15.12.2021,17
15.12.2022,6
15.12.2023,10
15.12.2024,8
16.01.2011,11
16.01.2012,32
16.01.2013,23
16.01.2014,16
16.01.2017,26
16.01.2018,23
16.01.2019,9
16.01.2020,10
16.01.2021,12
16.01.2022,6
16.01.2023,15
16.01.2024,13
16.01.2025,16
16.02.2011,40
16.02.2012,23
16.02.2013,10
16.02.2014,4
16.02.2017,22
16.02.2018,14
16.02.2019,5
16.02.2020,9
16.02.2021,12
16.02.2022,10
16.02.2023,17
16.02.2024,14
16.02.2025,3
16.03.2011,39
16.03.2012,19
16.03.2013,9
16.03.2014,6
16.03.2017,22
16.03.2018,9
16.03.2019,8
16.03.2020,6
16.03.2021,32
16.03.2022,15
16.03.2023,18
16.03.2024,1
16.03.2025,1
16.04.2011,7
16.04.2012,1
